"transcript_id" "Gene_id" "symbol" "Locus_tag"
"888098" "NC_000962.3:c2417475-2416396" 888098 "murX" "Rv2156c"
"887826" "NC_000962.3:c2419004-2417472" 887826 "murF" "Rv2157c"
"887252" "NC_000962.3:c2420608-2419001" 887252 "murE" "Rv2158c"
"887236" "NC_000962.3:c2421665-2420631" 887236 "Rv2159c" "Rv2159c"
"886254" "NC_000962.3:c2422278-2421662" 886254 "Rv2160c" "Rv2160c"
"887978" "NC_000962.3:c2423137-2422271" 887978 "Rv2161c" "Rv2161c"
"887300" "NC_000962.3:c2424838-2423240" 887300 "PE_PGRS38" "Rv2162c"
"887949" "NC_000962.3:c2427087-2425048" 887949 "pbpB" "Rv2163c"
"887217" "NC_000962.3:c2428238-2427084" 887217 "Rv2164c" "Rv2164c"
"888462" "NC_000962.3:c2429425-2428235" 888462 "Rv2165c" "Rv2165c"
"888261" "NC_000962.3:c2429858-2429427" 888261 "Rv2166c" "Rv2166c"
"888257" "NC_000962.3:c2431969-2431565" 888257 "Rv2169c" "Rv2169c"
"888170" "NC_000962.3:2432235-2432855" 888170 "Rv2170" "Rv2170"
"887522" "NC_000962.3:2432951-2433634" 887522 "lppM" "Rv2171"
"888147" "NC_000962.3:c2434536-2433631" 888147 "Rv2172c" "Rv2172c"
"888334" "NC_000962.3:2434847-2435905" 888334 "idsA2" "Rv2173"
"887528" "NC_000962.3:2435909-2437459" 887528 "mptA" "Rv2174"
"887852" "NC_000962.3:c2437886-2437446" 887852 "Rv2175c" "Rv2175c"
"888340" "NC_000962.3:2437941-2439140" 888340 "pknL" "Rv2176"
"888326" "NC_000962.3:c2439947-2439282" 888326 "Rv2177c" "Rv2177c"
"888309" "NC_000962.3:c2441720-2440332" 888309 "aroG" "Rv2178c"
"887927" "NC_000962.3:c2442317-2441811" 887927 "Rv2179c" "Rv2179c"
"887954" "NC_000962.3:c2443214-2442327" 887954 "Rv2180c" "Rv2180c"
"888269" "NC_000962.3:2443302-2444585" 888269 "Rv2181" "Rv2181"
"888625" "NC_000962.3:c2445329-2444586" 888625 "Rv2182c" "Rv2182c"
"887650" "NC_000962.3:c2445810-2445415" 887650 "Rv2183c" "Rv2183c"
"888152" "NC_000962.3:c2446946-2445807" 888152 "Rv2184c" "Rv2184c"
"887239" "NC_000962.3:c2447500-2447066" 887239 "TB16.3" "Rv2185c"
"887347" "NC_000962.3:c2447994-2447605" 887347 "Rv2186c" "Rv2186c"
"887456" "NC_000962.3:2448160-2449962" 887456 "fadD15" "Rv2187"
"887278" "NC_000962.3:c2451150-2449993" 887278 "pimB" "Rv2188c"
"887575" "NC_000962.3:c2452020-2451247" 887575 "Rv2189c" "Rv2189c"
"888670" "NC_000962.3:c2453272-2452115" 888670 "Rv2190c" "Rv2190c"
"887265" "NC_000962.3:2453819-2455756" 887265 "Rv2191" "Rv2191"
"887681" "NC_000962.3:c2456743-2455631" 887681 "trpD" "Rv2192c"
"887425" "NC_000962.3:2456901-2457512" 887425 "ctaE" "Rv2193"
"888737" "NC_000962.3:2457553-2458395" 888737 "qcrC" "Rv2194"
"888420" "NC_000962.3:2458392-2459681" 888420 "qcrA" "Rv2195"
"887400" "NC_000962.3:2459678-2461327" 887400 "qcrB" "Rv2196"
"887213" "NC_000962.3:c2462148-2461504" 887213 "Rv2197c" "Rv2197c"
"887471" "NC_000962.3:c2463047-2462148" 887471 "mmpS3" "Rv2198c"
"888692" "NC_000962.3:c2463652-2463233" 888692 "Rv2199c" "Rv2199c"
"888799" "NC_000962.3:c2464751-2463660" 888799 "ctaC" "Rv2200c"
"888472" "NC_000962.3:2464997-2466955" 888472 "asnB" "Rv2201"
"888551" "NC_000962.3:c2468027-2467053" 888551 "adoK" "Rv2202c"
"888318" "NC_000962.3:2468231-2468923" 888318 "Rv2203" "Rv2203"
"888428" "NC_000962.3:c2469287-2468931" 888428 "Rv2204c" "Rv2204c"
"887277" "NC_000962.3:c2470463-2469387" 887277 "Rv2205c" "Rv2205c"
"888107" "NC_000962.3:2470622-2471332" 888107 "Rv2206" "Rv2206"
"887781" "NC_000962.3:2471411-2472496" 887781 "cobT" "Rv2207"
"887572" "NC_000962.3:2472493-2473242" 887572 "cobS" "Rv2208"
"887230" "NC_000962.3:2473400-2474938" 887230 "Rv2209" "Rv2209"
"888352" "NC_000962.3:c2475970-2474864" 888352 "ilvE" "Rv2210c"
"887233" "NC_000962.3:c2477181-2476042" 887233 "gcvT" "Rv2211c"
"887979" "NC_000962.3:2477190-2478326" 887979 "Rv2212" "Rv2212"
"888105" "NC_000962.3:2478338-2479885" 888105 "pepB" "Rv2213"
"887472" "NC_000962.3:c2481701-2479923" 887472 "ephD" "Rv2214c"
"888777" "NC_000962.3:2481965-2483626" 888777 "dlaT" "Rv2215"
"887640" "NC_000962.3:2483626-2484531" 887640 "Rv2216" "Rv2216"
"887626" "NC_000962.3:2484584-2485276" 887626 "lipB" "Rv2217"
"887922" "NC_000962.3:2485273-2486208" 887922 "lipA" "Rv2218"
"888380" "NC_000962.3:2486235-2486987" 888380 "Rv2219" "Rv2219"
"3205099" "NC_000962.3:c2487416-2486994" 3205099 "Rv2219A" "Rv2219A"
"888383" "NC_000962.3:2487615-2489051" 888383 "glnA1" "Rv2220"
"887995" "NC_000962.3:c2492353-2489369" 887995 "glnE" "Rv2221c"
"888238" "NC_000962.3:c2493742-2492402" 888238 "glnA2" "Rv2222c"
"888093" "NC_000962.3:c2495399-2493837" 888093 "Rv2223c" "Rv2223c"
"887857" "NC_000962.3:c2497023-2495461" 887857 "caeA" "Rv2224c"
"19394678" "NC_000962.3:c2497446-2497225" 19394678 "Rv2224d" "Rv2224d"
"887440" "NC_000962.3:2497742-2498587" 887440 "panB" "Rv2225"
"888513" "NC_000962.3:2498832-2500373" 888513 "Rv2226" "Rv2226"
"888581" "NC_000962.3:2500931-2501632" 888581 "Rv2227" "Rv2227"
"888108" "NC_000962.3:c2502738-2501644" 888108 "Rv2228c" "Rv2228c"
"888264" "NC_000962.3:c2503472-2502735" 888264 "Rv2229c" "Rv2229c"
"888231" "NC_000962.3:c2504608-2503469" 888231 "Rv2230c" "Rv2230c"
"14515883" "NC_000962.3:c2506161-2505736" 14515883 "vapC16" "Rv2231A"
"14515901" "NC_000962.3:c2506383-2506207" 14515901 "vapB16" "Rv2231B"
"888337" "NC_000962.3:c2505699-2504605" 888337 "cobC" "Rv2231c"
"887597" "NC_000962.3:2506278-2507153" 887597 "ptkA" "Rv2232"
"887373" "NC_000962.3:2507146-2507637" 887373 "ptpA" "Rv2234"
"887606" "NC_000962.3:2507637-2508452" 887606 "Rv2235" "Rv2235"
"887513" "NC_000962.3:c2509375-2508434" 887513 "cobD" "Rv2236c"
"887840" "NC_000962.3:2509489-2510256" 887840 "Rv2237" "Rv2237"
"14515864" "NC_000962.3:c2510587-2510351" 14515864 "Rv2237A" "Rv2237A"
"887871" "NC_000962.3:c2511176-2510715" 887871 "ahpE" "Rv2238c"
"888451" "NC_000962.3:c2511652-2511176" 888451 "Rv2239c" "Rv2239c"
"888600" "NC_000962.3:c2512280-2511690" 888600 "Rv2240c" "Rv2240c"
"887246" "NC_000962.3:2512539-2515244" 887246 "aceE" "Rv2241"
"888624" "NC_000962.3:2515304-2516548" 888624 "Rv2242" "Rv2242"
"888769" "NC_000962.3:2516787-2517695" 888769 "fabD" "Rv2243"
"888272" "NC_000962.3:2517771-2518118" 888272 "acpM" "Rv2244"
"887269" "NC_000962.3:2518115-2519365" 887269 "kasA" "Rv2245"
"887539" "NC_000962.3:2519396-2520712" 887539 "kasB" "Rv2246"
"887671" "NC_000962.3:2520743-2522164" 887671 "accD6" "Rv2247"
"888603" "NC_000962.3:2522360-2523175" 888603 "Rv2248" "Rv2248"
"887276" "NC_000962.3:c2524791-2523241" 887276 "glpD1" "Rv2249c"
"888018" "NC_000962.3:c2525354-2524785" 888018 "Rv2250c" "Rv2250c"
"888706" "NC_000962.3:2525565-2526992" 888706 "Rv2251" "Rv2251"
"888429" "NC_000962.3:2526989-2527918" 888429 "Rv2252" "Rv2252"
"888287" "NC_000962.3:2527984-2528487" 888287 "Rv2253" "Rv2253"
"887182" "NC_000962.3:c2528975-2528520" 887182 "Rv2254c" "Rv2254c"
"885526" "NC_000962.3:c2529174-2528980" 885526 "Rv2256a" "Rv2256a"
"885865" "NC_000962.3:c2529874-2529341" 885865 "Rv2256c" "Rv2256c"
"888069" "NC_000962.3:c2530822-2530004" 888069 "Rv2257c" "Rv2257c"
"888755" "NC_000962.3:c2531897-2530836" 888755 "Rv2258c" "Rv2258c"
"887215" "NC_000962.3:2532245-2533330" 887215 "mscR" "Rv2259"
"888490" "NC_000962.3:2533330-2533965" 888490 "Rv2260" "Rv2260"
"887455" "NC_000962.3:c2535552-2534042" 887455 "Rv2261c" "Rv2261c"
"887788" "NC_000962.3:2535641-2536594" 887788 "Rv2263" "Rv2263"
"888040" "NC_000962.3:c2538350-2536572" 888040 "Rv2264c" "Rv2264c"
"887976" "NC_000962.3:2538700-2539929" 887976 "Rv2265" "Rv2265"
"887763" "NC_000962.3:2540104-2541390" 887763 "cyp124" "Rv2266"
"888487" "NC_000962.3:c2542810-2541644" 888487 "Rv2267c" "Rv2267c"
"888025" "NC_000962.3:c2544276-2542807" 888025 "cyp128" "Rv2268c"
"887623" "NC_000962.3:c2544621-2544289" 887623 "Rv2269c" "Rv2269c"
"887448" "NC_000962.3:2544698-2545225" 887448 "lppN" "Rv2270"
"887223" "NC_000962.3:2545332-2545631" 887223 "Rv2271" "Rv2271"
"887459" "NC_000962.3:2545737-2546105" 887459 "Rv2272" "Rv2272"
"888440" "NC_000962.3:2546102-2546431" 888440 "Rv2273" "Rv2273"
"14515891" "NC_000962.3:c2547087-2546839" 14515891 "mazE8" "Rv2274A"
"888067" "NC_000962.3:c2546805-2546488" 888067 "mazF8" "Rv2274c"
"888355" "NC_000962.3:2546883-2547752" 888355 "Rv2275" "Rv2275"
"888373" "NC_000962.3:2547749-2548939" 888373 "cyp121" "Rv2276"
"888498" "NC_000962.3:c2550029-2549124" 888498 "Rv2277c" "Rv2277c"
"887601" "NC_000962.3:2551560-2552939" 887601 "Rv2280" "Rv2280"
"887257" "NC_000962.3:2553173-2554831" 887257 "pitB" "Rv2281"
"887253" "NC_000962.3:c2555876-2554938" 887253 "Rv2282c" "Rv2282c"
"887644" "NC_000962.3:2555941-2556135" 887644 "Rv2283" "Rv2283"
"887794" "NC_000962.3:2556145-2557440" 887794 "lipM" "Rv2284"
"888632" "NC_000962.3:2557473-2558810" 888632 "Rv2285" "Rv2285"
"887395" "NC_000962.3:c2559569-2558877" 887395 "Rv2286c" "Rv2286c"
"887570" "NC_000962.3:2559703-2561331" 887570 "yjcE" "Rv2287"
"887702" "NC_000962.3:2561328-2561705" 887702 "Rv2288" "Rv2288"
"887342" "NC_000962.3:2561675-2562457" 887342 "cdh" "Rv2289"
"887203" "NC_000962.3:2562599-2563114" 887203 "lppO" "Rv2290"
"887174" "NC_000962.3:2563174-2564028" 887174 "sseB" "Rv2291"
"888805" "NC_000962.3:c2564253-2564029" 888805 "Rv2292c" "Rv2292c"
"887283" "NC_000962.3:c2565032-2564292" 887283 "Rv2293c" "Rv2293c"
"885868" "NC_000962.3:2565327-2566550" 885868 "Rv2294" "Rv2294"
"888540" "NC_000962.3:2566772-2567410" 888540 "Rv2295" "Rv2295"
"887796" "NC_000962.3:2567504-2568406" 887796 "Rv2296" "Rv2296"
"887789" "NC_000962.3:2568438-2568890" 887789 "Rv2297" "Rv2297"
"887344" "NC_000962.3:2569082-2570053" 887344 "Rv2298" "Rv2298"
"887501" "NC_000962.3:c2572002-2570059" 887501 "htpG" "Rv2299c"
"887880" "NC_000962.3:c2573008-2572076" 887880 "Rv2300c" "Rv2300c"
"885371" "NC_000962.3:2573015-2573707" 885371 "cut2" "Rv2301"
"885154" "NC_000962.3:2573813-2574055" 885154 "Rv2302" "Rv2302"
"885282" "NC_000962.3:c2575019-2574096" 885282 "Rv2303c" "Rv2303c"
"885102" "NC_000962.3:c2575225-2575016" 885102 "Rv2304c" "Rv2304c"
"885752" "NC_000962.3:2575809-2577098" 885752 "Rv2305" "Rv2305"
"3205062" "NC_000962.3:2577108-2577922" 3205062 "Rv2306A" "Rv2306A"
"3205073" "NC_000962.3:c2579419-2579228" 3205073 "Rv2307A" "Rv2307A"
"3205074" "NC_000962.3:c2579935-2579504" 3205074 "Rv2307B" "Rv2307B"
"885277" "NC_000962.3:c2578696-2577851" 885277 "Rv2307c" "Rv2307c"
"3205075" "NC_000962.3:c2580210-2580028" 3205075 "Rv2307D" "Rv2307D"
"885290" "NC_000962.3:2580419-2581135" 885290 "Rv2308" "Rv2308"
"19394679" "NC_000962.3:2581145-2581477" 19394679 "Rv2308a" "Rv2308a"
"3205076" "NC_000962.3:2583045-2583332" 3205076 "Rv2309A" "Rv2309A"
"885175" "NC_000962.3:2583435-2583779" 885175 "Rv2310" "Rv2310"
"885168" "NC_000962.3:2583884-2584408" 885168 "Rv2311" "Rv2311"
"885152" "NC_000962.3:2584486-2584755" 885152 "Rv2312" "Rv2312"
"885268" "NC_000962.3:c2585906-2585052" 885268 "Rv2313c" "Rv2313c"
"885130" "NC_000962.3:c2587290-2585917" 885130 "Rv2314c" "Rv2314c"
"885260" "NC_000962.3:c2588804-2587287" 885260 "Rv2315c" "Rv2315c"
"885262" "NC_000962.3:2588838-2589710" 885262 "uspA" "Rv2316"
"885101" "NC_000962.3:2589697-2590521" 885101 "uspB" "Rv2317"
"885143" "NC_000962.3:2590518-2591840" 885143 "uspC" "Rv2318"
"885171" "NC_000962.3:c2592726-2591848" 885171 "Rv2319c" "Rv2319c"
"885084" "NC_000962.3:c2594153-2592723" 885084 "rocE" "Rv2320c"
"885480" "NC_000962.3:c2596269-2595361" 885480 "Rv2323c" "Rv2323c"
"885060" "NC_000962.3:2596334-2596780" 885060 "Rv2324" "Rv2324"
"886271" "NC_000962.3:c2597857-2597009" 886271 "Rv2325c" "Rv2325c"
"888184" "NC_000962.3:c2599947-2597854" 888184 "Rv2326c" "Rv2326c"
"888124" "NC_000962.3:2599988-2600479" 888124 "Rv2327" "Rv2327"
"888111" "NC_000962.3:2600731-2601879" 888111 "PE23" "Rv2328"
"888116" "NC_000962.3:c2603461-2601914" 888116 "narK1" "Rv2329c"
"888072" "NC_000962.3:c2604222-2603695" 888072 "lppP" "Rv2330c"
"888099" "NC_000962.3:2604297-2604683" 888099 "Rv2331" "Rv2331"
"3205048" "NC_000962.3:2604740-2605078" 3205048 "Rv2331A" "Rv2331A"
"887962" "NC_000962.3:2605108-2606754" 887962 "mez" "Rv2332"
"887274" "NC_000962.3:c2608321-2606708" 887274 "stp" "Rv2333c"
"886016" "NC_000962.3:2608796-2609728" 886016 "cysK1" "Rv2334"
"886012" "NC_000962.3:2609732-2610421" 886012 "cysE" "Rv2335"
"888958" "NC_000962.3:2610837-2611805" 888958 "Rv2336" "Rv2336"
"885123" "NC_000962.3:c2612987-2611869" 885123 "Rv2337c" "Rv2337c"
"886018" "NC_000962.3:c2614063-2613107" 886018 "moeW" "Rv2338c"
"888966" "NC_000962.3:2614693-2617581" 888966 "mmpL9" "Rv2339"
"888961" "NC_000962.3:c2618908-2617667" 888961 "PE_PGRS39" "Rv2340c"
"886275" "NC_000962.3:2619597-2620016" 886275 "lppQ" "Rv2341"
"888951" "NC_000962.3:2620272-2620529" 888951 "Rv2342" "Rv2342"
"885996" "NC_000962.3:c2622452-2620533" 885996 "dnaG" "Rv2343c"
"885421" "NC_000962.3:c2623752-2622457" 885421 "dgt" "Rv2344c"
"888960" "NC_000962.3:2623821-2625803" 888960 "Rv2345" "Rv2345"
"888956" "NC_000962.3:c2626172-2625888" 888956 "esxO" "Rv2346c"
"886002" "NC_000962.3:c2626519-2626223" 886002 "esxP" "Rv2347c"
"886006" "NC_000962.3:c2626980-2626654" 886006 "Rv2348c" "Rv2348c"
"886000" "NC_000962.3:c2628698-2627172" 886000 "plcC" "Rv2349c"
"885999" "NC_000962.3:c2630319-2628781" 885999 "plcB" "Rv2350c"
"885995" "NC_000962.3:c2632075-2630537" 885995 "plcA" "Rv2351c"
"888959" "NC_000962.3:c2634098-2632923" 888959 "PPE38" "Rv2352c"
"886003" "NC_000962.3:c2635592-2634528" 886003 "PPE39" "Rv2353c"
"888962" "NC_000962.3:c2641064-2639673" 888962 "glyS" "Rv2357c"
"888965" "NC_000962.3:2641246-2641653" 888965 "smtB" "Rv2358"
"886009" "NC_000962.3:2641650-2642042" 886009 "zur" "Rv2359"
"888952" "NC_000962.3:c2642578-2642150" 888952 "Rv2360c" "Rv2360c"
"888964" "NC_000962.3:c2643468-2642578" 888964 "Rv2361c" "Rv2361c"
"888954" "NC_000962.3:c2644258-2643461" 888954 "recO" "Rv2362c"
"888955" "NC_000962.3:2644320-2645774" 888955 "amiA2" "Rv2363"
"886027" "NC_000962.3:c2646673-2645771" 886027 "era" "Rv2364c"
"885259" "NC_000962.3:c2647088-2646747" 885259 "Rv2365c" "Rv2365c"
"885987" "NC_000962.3:c2648367-2647060" 885987 "Rv2366c" "Rv2366c"
"885989" "NC_000962.3:c2648912-2648364" 885989 "Rv2367c" "Rv2367c"
"885998" "NC_000962.3:c2649974-2648916" 885998 "phoH1" "Rv2368c"
"885811" "NC_000962.3:c2650248-2649946" 885811 "Rv2369c" "Rv2369c"
"886017" "NC_000962.3:c2651558-2650245" 886017 "Rv2370c" "Rv2370c"
"885141" "NC_000962.3:2651753-2651938" 885141 "PE_PGRS40" "Rv2371"
"885926" "NC_000962.3:c2652825-2652037" 885926 "Rv2372c" "Rv2372c"
"886023" "NC_000962.3:c2653987-2652839" 886023 "dnaJ2" "Rv2373c"
"885924" "NC_000962.3:c2655093-2654062" 885924 "hrcA" "Rv2374c"
"885520" "NC_000962.3:2655265-2655582" 885520 "Rv2375" "Rv2375"
"885515" "NC_000962.3:c2656115-2655609" 885515 "cfp2" "Rv2376c"
"885968" "NC_000962.3:c2656430-2656215" 885968 "Rv2377c" "Rv2377c"
"885648" "NC_000962.3:c2657703-2656408" 885648 "mbtG" "Rv2378c"
"885874" "NC_000962.3:c2662085-2657700" 885874 "mbtF" "Rv2379c"
"885822" "NC_000962.3:c2667115-2662067" 885822 "mbtE" "Rv2380c"
"885850" "NC_000962.3:c2670269-2667255" 885850 "mbtD" "Rv2381c"
"885908" "NC_000962.3:c2671603-2670269" 885908 "mbtC" "Rv2382c"
"885838" "NC_000962.3:c2675837-2671593" 885838 "mbtB" "Rv2383c"
"885833" "NC_000962.3:2675936-2677633" 885833 "mbtA" "Rv2384"
"885927" "NC_000962.3:2677729-2678649" 885927 "mbtJ" "Rv2385"
"19394680" "NC_000962.3:2680458-2680667" 19394680 "Rv2386a" "Rv2386a"
"885823" "NC_000962.3:c2680005-2678653" 885823 "mbtI" "Rv2386c"
"885302" "NC_000962.3:2680765-2682018" 885302 "Rv2387" "Rv2387"
"885300" "NC_000962.3:c2683142-2682015" 885300 "hemN" "Rv2388c"
"885246" "NC_000962.3:c2683712-2683248" 885246 "rpfD" "Rv2389c"
"885866" "NC_000962.3:c2684266-2683709" 885866 "Rv2390c" "Rv2390c"
"885472" "NC_000962.3:2684679-2686370" 885472 "sirA" "Rv2391"
"885250" "NC_000962.3:2686367-2687131" 885250 "cysH" "Rv2392"
"885508" "NC_000962.3:2687128-2687973" 885508 "che1" "Rv2393"
"885867" "NC_000962.3:2688010-2689941" 885867 "ggtB" "Rv2394"
"885303" "NC_000962.3:2690072-2692075" 885303 "Rv2395" "Rv2395"
"14515893" "NC_000962.3:2692224-2692439" 14515893 "aprA" "Rv2395A"
"14515879" "NC_000962.3:2692551-2692715" 14515879 "aprB" "Rv2395B"
"885517" "NC_000962.3:2692799-2693884" 885517 "PE_PGRS41" "Rv2396"
"885663" "NC_000962.3:c2694964-2693909" 885663 "cysA1" "Rv2397c"
"885305" "NC_000962.3:c2695799-2694981" 885305 "cysW" "Rv2398c"
"885301" "NC_000962.3:c2696647-2695796" 885301 "cysT" "Rv2399c"
"885299" "NC_000962.3:c2697714-2696644" 885299 "subI" "Rv2400c"
"885664" "NC_000962.3:2697728-2698057" 885664 "Rv2401" "Rv2401"
"3205070" "NC_000962.3:c2698245-2698042" 3205070 "Rv2401A" "Rv2401A"
"885661" "NC_000962.3:2698529-2700457" 885661 "Rv2402" "Rv2402"
"885513" "NC_000962.3:c2701290-2700535" 885513 "lppR" "Rv2403c"
"885475" "NC_000962.3:c2703248-2701287" 885475 "lepA" "Rv2404c"
"885507" "NC_000962.3:2703269-2703838" 885507 "Rv2405" "Rv2405"
"885156" "NC_000962.3:c2704437-2704009" 885156 "Rv2406c" "Rv2406c"
"885684" "NC_000962.3:2704697-2705518" 885684 "Rv2407" "Rv2407"
"885511" "NC_000962.3:2705762-2706736" 885511 "PE24" "Rv2408"
"885674" "NC_000962.3:c2707333-2706494" 885674 "Rv2409c" "Rv2409c"
"885257" "NC_000962.3:c2708310-2707333" 885257 "Rv2410c" "Rv2410c"
"885681" "NC_000962.3:c2709965-2708310" 885681 "Rv2411c" "Rv2411c"
"885676" "NC_000962.3:2710075-2710335" 885676 "rpsT" "Rv2412"
"885666" "NC_000962.3:c2711301-2710351" 885666 "Rv2413c" "Rv2413c"
"885667" "NC_000962.3:c2712876-2711332" 885667 "Rv2414c" "Rv2414c"
"885697" "NC_000962.3:c2713784-2712891" 885697 "Rv2415c" "Rv2415c"
"885903" "NC_000962.3:c2715332-2714124" 885903 "eis" "Rv2416c"
"885692" "NC_000962.3:c2716314-2715472" 885692 "Rv2417c" "Rv2417c"
"885304" "NC_000962.3:c2717138-2716395" 885304 "Rv2418c" "Rv2418c"
"885727" "NC_000962.3:c2717799-2717128" 885727 "gpgP" "Rv2419c"
"885677" "NC_000962.3:c2718176-2717796" 885677 "Rv2420c" "Rv2420c"
"885457" "NC_000962.3:c2718808-2718173" 885457 "nadD" "Rv2421c"
"885531" "NC_000962.3:2719083-2719355" 885531 "Rv2422" "Rv2422"
"885516" "NC_000962.3:2719597-2720643" 885516 "Rv2423" "Rv2423"
"885699" "NC_000962.3:c2721777-2720776" 885699 "Rv2424c" "Rv2424c"
"885673" "NC_000962.3:c2723308-2721866" 885673 "Rv2425c" "Rv2425c"
"885909" "NC_000962.3:c2724183-2723308" 885909 "Rv2426c" "Rv2426c"
"3205094" "NC_000962.3:c2726087-2725571" 3205094 "oxyR'" "Rv2427A"
"885536" "NC_000962.3:c2725477-2724230" 885536 "proA" "Rv2427c"
"885717" "NC_000962.3:2726193-2726780" 885717 "ahpC" "Rv2428"
"885959" "NC_000962.3:2726806-2727339" 885959 "ahpD" "Rv2429"
"885945" "NC_000962.3:c2727920-2727336" 885945 "PPE41" "Rv2430c"
"885703" "NC_000962.3:c2728266-2727967" 885703 "PE25" "Rv2431c"
"885075" "NC_000962.3:c2728847-2728437" 885075 "Rv2432c" "Rv2432c"
"885579" "NC_000962.3:c2729134-2728844" 885579 "Rv2433c" "Rv2433c"
"885885" "NC_000962.3:c2730560-2729115" 885885 "Rv2434c" "Rv2434c"
"885891" "NC_000962.3:c2732749-2730557" 885891 "Rv2435c" "Rv2435c"
"885671" "NC_000962.3:2733230-2734144" 885671 "rbsK" "Rv2436"
"885906" "NC_000962.3:2734376-2734795" 885906 "Rv2437" "Rv2437"
"3205071" "NC_000962.3:2736709-2736987" 3205071 "Rv2438A" "Rv2438A"
"885808" "NC_000962.3:c2736831-2734792" 885808 "nadE" "Rv2438c"
"885266" "NC_000962.3:c2738247-2737117" 885266 "proB" "Rv2439c"
"885900" "NC_000962.3:c2739686-2738247" 885900 "obg" "Rv2440c"
"885919" "NC_000962.3:c2740032-2739772" 885919 "rpmA" "Rv2441c"
"885715" "NC_000962.3:c2740361-2740047" 885715 "rplU" "Rv2442c"
"885745" "NC_000962.3:2740709-2742184" 885745 "dctA" "Rv2443"
"885911" "NC_000962.3:c2744984-2742123" 885911 "rne" "Rv2444c"
"885905" "NC_000962.3:c2745724-2745314" 885905 "ndkA" "Rv2445c"
"885916" "NC_000962.3:c2746138-2745767" 885916 "Rv2446c" "Rv2446c"
"885902" "NC_000962.3:c2747598-2746135" 885902 "folC" "Rv2447c"
"885892" "NC_000962.3:c2750225-2747595" 885892 "valS" "Rv2448c"
"885894" "NC_000962.3:c2751572-2750313" 885894 "Rv2449c" "Rv2449c"
"885760" "NC_000962.3:c2752180-2751662" 885760 "rpfE" "Rv2450c"
"886025" "NC_000962.3:2752262-2752660" 886025 "Rv2451" "Rv2451"
"885858" "NC_000962.3:c2752994-2752848" 885858 "Rv2452c" "Rv2452c"
"885904" "NC_000962.3:c2753623-2753018" 885904 "mobA" "Rv2453c"
"887435" "NC_000962.3:c2754746-2753625" 887435 "Rv2454c" "Rv2454c"
"887370" "NC_000962.3:c2756704-2754743" 887370 "Rv2455c" "Rv2455c"
"887340" "NC_000962.3:c2758192-2756936" 887340 "Rv2456c" "Rv2456c"
"888167" "NC_000962.3:c2759488-2758208" 888167 "clpX" "Rv2457c"
"885871" "NC_000962.3:2759779-2760687" 885871 "mmuM" "Rv2458"
"888191" "NC_000962.3:2760854-2762380" 888191 "Rv2459" "Rv2459"
"888174" "NC_000962.3:c2763175-2762531" 888174 "clpP2" "Rv2460c"
"888176" "NC_000962.3:c2763774-2763172" 888176 "clpP1" "Rv2461c"
"888615" "NC_000962.3:c2765291-2763891" 888615 "tig" "Rv2462c"
"888572" "NC_000962.3:2765655-2766839" 888572 "lipP" "Rv2463"
"888500" "NC_000962.3:c2767665-2766859" 888500 "Rv2464c" "Rv2464c"
"887225" "NC_000962.3:c2768159-2767671" 887225 "rpiB" "Rv2465c"
"888214" "NC_000962.3:c2768884-2768261" 888214 "Rv2466c" "Rv2466c"
"887403" "NC_000962.3:2768986-2771571" 887403 "pepN" "Rv2467"
"14515866" "NC_000962.3:c2772331-2772098" 14515866 "Rv2468A" "Rv2468A"
"887767" "NC_000962.3:c2772147-2771644" 887767 "Rv2468c" "Rv2468c"
"888591" "NC_000962.3:c2773035-2772367" 888591 "Rv2469c" "Rv2469c"
"887743" "NC_000962.3:2773178-2773564" 887743 "glbO" "Rv2470"
"887393" "NC_000962.3:2773564-2775204" 887393 "aglA" "Rv2471"
"887255" "NC_000962.3:2775272-2775565" 887255 "Rv2472" "Rv2472"
"888163" "NC_000962.3:2775568-2776284" 888163 "Rv2473" "Rv2473"
"888606" "NC_000962.3:c2776969-2776316" 888606 "Rv2474c" "Rv2474c"
"887793" "NC_000962.3:c2777391-2776975" 887793 "Rv2475c" "Rv2475c"
"887437" "NC_000962.3:c2782262-2777388" 887437 "gdh" "Rv2476c"
"887757" "NC_000962.3:c2784042-2782366" 887757 "Rv2477c" "Rv2477c"
"887304" "NC_000962.3:c2784608-2784123" 887304 "Rv2478c" "Rv2478c"
"887462" "NC_000962.3:c2786898-2786575" 887462 "Rv2481c" "Rv2481c"
"887848" "NC_000962.3:c2789283-2786914" 887848 "plsB2" "Rv2482c"
"887744" "NC_000962.3:c2791022-2789280" 887744 "plsC" "Rv2483c"
"888623" "NC_000962.3:c2792494-2791019" 888623 "Rv2484c" "Rv2484c"
"887876" "NC_000962.3:c2793988-2792723" 887876 "lipQ" "Rv2485c"
"887894" "NC_000962.3:2794350-2795120" 887894 "echA14" "Rv2486"
"887909" "NC_000962.3:c2797385-2795301" 887909 "PE_PGRS42" "Rv2487c"
"887997" "NC_000962.3:c2800880-2797467" 887997 "Rv2488c" "Rv2488c"
"888937" "NC_000962.3:c2801145-2800846" 888937 "Rv2489c" "Rv2489c"
"19394681" "NC_000962.3:c2806529-2806323" 19394681 "Rv2490a" "Rv2490a"
"887941" "NC_000962.3:c2806236-2801254" 887941 "PE_PGRS43" "Rv2490c"
